title,overview,posterpath,popularity,release_date,vote_average,id
Астрал 5: Красная дверь,"Спустя десять лет после событий первых двух фильмов Джош Ламберт (Патрик Уилсон) отправляется на восток, чтобы отпустить своего сына Далтона (Тай Симпкинс) в идиллический университет, увитый плющом. Однако мечта Далтона о колледже превращается в кошмар, когда подавленные демоны его прошлого внезапно возвращаются и преследуют их обоих.",/oZ0tEpNpMs4rLenT7TI50YyWwkQ.jpg,2537.523,2023-07-05,6.9,614479
